count,title,section,link,pDate,description
35,한동훈 &quot;취약층 130만 가구 전기요금 1만5000원 추가 지원&quot;,정치,http://www.shinailbo.co.kr/news/articleView.html?idxno=1914572,2024-08-08 10:14:00,시작하겠다는 게 오늘 저희가 발표하는 내용&quot;이라고 밝혔다. 아울러 그는 &quot;국민의 고통에 할 수 있는 방안으로 원칙을 지키면서 신속하게 반응하는 것이 민생&quot;이라며 &quot;국민의힘은 그런 정치를 하겠다&quot;고 전했다. [신아일보]
36,“독도는 단순한 섬이 아니다”…광복절 앞두고 독도 기도회,정치,https://n.news.naver.com/mnews/article/005/0001716543?sid=103,2024-08-08 10:14:00,"그러면서 독도가 갖는 역사적‧정치적‧지리적‧생태적 중요성을 길게 설명했다. 진 목사는 “우리의 단합된 힘이 독도의 미래를 더욱 밝게 만들어줄 것”이라고 말했다. 이어 “우리의 땅을 지키고, 우리의 주권을... "
37,"'우호관계 더욱 굳건'…구미시, 베트남 박닌시와 지방외교 강화",정치,https://www.ajunews.com/view/20240808100639284,2024-08-08 10:14:00,"김장호 구미시장은 박닌시 당서기와의 면담에서 “한국과 베트남이 정치, 경제, 문화, 인적교류 등 여러 분야에 협력을 강화해온 것을 평가하며, 양 도시 간에도 지속적인 우호·협력 관계 강화를 위해 노력할 것”... "
38,與 김상훈 &quot;영수회담 전에 여야 당대표 회담 선행돼야&quot;,정치,https://n.news.naver.com/mnews/article/421/0007717932?sid=100,2024-08-08 10:14:00,김 의장은 이날 오전 SBS라디오 김태현의 정치쇼에서 &quot;늘 부자감세라는 논리에 가로막혀서 참 답답했는데... 신임 정책위의장을 맡기 전 한 대표와 인연이 따로 있었냐는 질문에는 &quot;총선 전에 정치개혁특위 간사를 맡아... 
39,김홍걸 &quot;DJ사저 민간기념관 될 것...정치권서 연락 없어&quot;,정치,https://n.news.naver.com/mnews/article/052/0002071657?sid=100,2024-08-08 10:14:00,드나드는 사람 없이 폐가가 되면 의미가 없다고 반박했습니다. 김 전 의원은 민주당과 새로운미래에서 사저 문제를 해결해야 한다는 의견이 나오는데 정치권에서 자신에게 전화 한 통 온 적이 없다고 억울함을 토로했습니다.
40,"'성장의 슈퍼스타' 대한민국의 밝은 빛, 그리고 어두운 그림자",정치,http://www.newsfc.co.kr/news/articleView.html?idxno=65967,2024-08-08 10:14:00,"한국의 경제적, 정치적 성취는 분명한 사실이다. 국민 모두 자부심을 느낄만하고 전 세계가 부러워할 만한... 정치권은 사사건건 싸움질이다. 민생은 말뿐, 국민은 안중에도 없어 보인다. 법안 통과 강행과 대통령 거부권... "
41,한동훈 “취약층 130만 가구에 전기요금 1만5000원 추가지원”,정치,https://n.news.naver.com/mnews/article/082/0001283125?sid=100,2024-08-08 10:13:00,그런 정치를 하겠다”고 강조했다. 한 대표는 또 22대 국회 들어 당 소속 박수영·송석준·고동진 의원 등이... 이와 함께 한 대표는 청년 고독사 문제를 거론하며 “국민의힘은 청년을 위한 정치를 하겠다는 말씀을 많이... 
42,"연세대, `허위 인턴확인서` 조국 대표 아들 석사 학위 취소",정치,https://n.news.naver.com/mnews/article/029/0002893774?sid=102,2024-08-08 10:12:00,조씨는 2017학년도 2학기 연세대 정치외교학 석·박사 통합과정에서 탈락한 뒤 2018년 1학기 동일 전공의 석사 과정에 재응시해 합격했고 2021년 석사 학위를 받았다. 입학 전형 당시 조씨는 법무법인 청맥 소속 변호사였던 최... 
43,방글라데시 폭동에 무기한 공장폐쇄…글로벌 패션 공급망 대혼란,정치,http://www.ktnews.com/news/articleView.html?idxno=134364,2024-08-08 10:12:00,방글라데시의 정치적 혼란이 극심해지면서 글로벌 패션산업 공급망이 흔들리고 있다. 최근 최저임금... 7월 중순 이후 사망자 수가 약 350명에 달하는 정치적 혼란 속에 방글라데시의 의류 공장은 무기한 폐쇄되었다.... 
44,한동훈 &quot;에너지 취약계층 130만 가구에 전기요금 15000원 추가 지원&quot;,정치,http://www.sisafocus.co.kr/news/articleView.html?idxno=322317,2024-08-08 10:12:00,특히 그는 &quot;한국전력공사 적자가 가중되고 있는데 한전 적자를 가중시킬 위험도 없다는 말씀을 드린다&quot;며 &quot;국민의 고통에 할 수 있는 방안으로 원칙을 지키면서 신속하게 반응하는 게 민생이고 국민의힘은 그런 정치를... 
45,한동훈 &quot;취약계층 130만 가구에 전기료 1만5000원 추가 지원&quot;,정치,https://www.newsworks.co.kr/news/articleView.html?idxno=761769,2024-08-08 10:12:00,시행 가능한 수준부터 (지원책을) 일단 시작하겠다&quot;고 덧붙였다. 이어 &quot;국민 고통을 덜 수 있는 방안으로써 원칙을 지키면서 신속하게 반응하는 게 민생&quot;이라며 &quot;국민의힘은 그런 정치를 하겠다&quot;고 역설했다. [뉴스웍스=]
46,[안보칼럼] 북한의 도발과 2024년 을지연습에 임하는 자세,정치,http://www.konas.net/article/article.asp?idx=62543,2024-08-08 10:12:00,"위협과 도발에 대응하기 위한 국가 총력전 태세를 공고히 하는 계기로 삼아야 할 것이다. (konas) 박동순 : 한성대 국방과학대학원 안보정책학과장, 정치학박사 ※ 외부 필진의 칼럼은 본지의 편집 방향과 다를 수 있습니다"
47,박찬대 100일…野 단일대오 주도 속 與와 협상 미흡 평가도 [이런정치],정치,https://n.news.naver.com/mnews/article/016/0002347069?sid=100,2024-08-08 10:11:00,국민께서 정치의 효능감을 체감하실 수 있도록 최선을 다하겠다”고 밝혔다. 박 원내대표는 윤석열 대통령의 리더십이 정치 실종의 근본 원인이라고 언급하고 그 단적인 예가 거부권(재의요구권) 행사 횟수라고 지적했다.... 
48,"연세대, 조국 대표 아들 석사 학위 취소",정치,https://n.news.naver.com/mnews/article/654/0000083732?sid=102,2024-08-08 10:11:00,"연세대 측은 앞서 2022년부터 조씨의 정치외교학과 대학원 학위 유지 여부를 논의하기 위한 공정위를 구성했는데, 최 전 더불어민주당 의원이 대법원에서 유죄 판결을 받자 본격적으로 입학 취소 절차를 밟은 것으로... "
49,한동훈 &quot;반도체법 당론 강력추진…취약층 130만가구 전기료 추가지원도&quot;,정치,https://n.news.naver.com/mnews/article/087/0001060702?sid=100,2024-08-08 10:11:00,"한 대표는 &quot;국민의 고통에 할 수 있는 방안으로서 원칙을 지키면서 신속하게 반응하는 것이 민생&quot;이라며 &quot;국민의힘은 그런 정치를 하겠다&quot;고 밝혔다. 또, 청년 고독사 문제를 거론하며 &quot;국민의힘은 청년을 위한 정치를... "
50,"연세대, '허위 인턴 확인서' 조국 대표 아들 석사 학위 취소",정치,https://www.wikitree.co.kr/articles/973860,2024-08-08 10:10:00,조 씨는 2018년 연세대 정치외교학 석사 과정에 입학할 당시 최강욱 전 의원으로부터 받은 인턴 확인서를... 2017년에 연세대 정치외교학 석·박사 통합 과정에 지원했다 탈락한 조 씨는 이듬해 재응시 과정에서 인턴... 
51,"전남도, 신안 하의도 DJ 생가 문화유산 지정···매각된 동교동 사저와 대조",정치,https://n.news.naver.com/mnews/article/032/0003313717?sid=102,2024-08-08 10:10:00,한편 고 김대중 전 대통령의 서울 마포구 동교동 사저는 최근 100억원에 일반인에 매각됐다. 광주전남김대중재단은 사저를 다시 사들여 국가 문화재로 지정해야 한다고 촉구하고 있다. 정치권은 대안 마련에 고심하고 있다.
52,"서구 주민들, 구덕운동장 아파트 백지화 요구 “주민소환제 불사”",정치,https://n.news.naver.com/mnews/article/014/0005224994?sid=102,2024-08-08 10:10:00,임병율 협의회장은 “여야 정치권까지 한목소리로 공공부지 내 아파트 개발 전면 백지화를 요청했음에도 시가 이를 거부하고 아파트 수정안을 낸 것은 주민을 무시한 처사”라며 “주민소환제 발동의 경우 구청장뿐... 
53,개혁신당 허은아 “전기차 배터리 실명제 도입 필요… 국민 불안 해소해야”,정치,https://www.asiatoday.co.kr/view.php?key=20240808010004433,2024-08-08 10:10:00,이제는 정치가 대답해야 될 차례다. 민심의 분노에 밀려서 잠깐 정신차린 척 하는 것이 아니길 진심으로 바란다&quot;고 말했다. 그러면서 &quot;우리는 정치의 본질이 국민을 위해 봉사하는 것임을 잊지 말아야 한다. 정치인은... 
54,오늘 '광복절 특사' 심사위…김경수·조윤선 등 거론,정치,https://www.getnews.co.kr/news/articleView.html?idxno=687492,2024-08-08 10:10:00,"김경수 전 경남지사 등 1373명이 사면됐으며, 동년 8월 광복절 특사에서는 2176명에 대해 사면이 이뤄졌다. 올해 설 명절 특사에는 김관진 전 국방부 장관 등 여야 정치인 7명과 최재원 SK그룹 수석부회장 등이 들어갔다."
55,김홍걸 &quot;DJ 사저 문화재 지정 노력했다…민간기념관 될 것&quot;,정치,https://n.news.naver.com/mnews/article/366/0001010601?sid=100,2024-08-08 10:10:00,더불어민주당과 새로운미래 등 야권에서 매각 결정을 비판한 것을 두고는 “정치권에서 전화가 한 통도 온... 했다”며 “정치권에서는 한 통의 전화도 오지 않았다”고 해명했다. 사저를 매수한 것으로 알려진 커피... 
56,[국제유가] 美 원유재고 감소·중동 리스크에 상승…WTI 75.23달러,정치,https://www.ebn.co.kr/news/view/1632767/?sc=Naver,2024-08-08 10:10:00,"정치 최고지도자 하니예 사망 이후 하마스는 지난 7일 이스라엘 공격을 설계한 것으로 알려진 신와르를 차기 지도자로 선출했으며, 이스라엘은 신와르도 제거할 것이라고 밝혔다. 이란 대통령은 프랑스 마크롱... "
57,한동훈 &quot;취약층 130만가구 전기료 1만5천원 추가지원&quot;,정치,https://n.news.naver.com/mnews/article/656/0000100609?sid=100,2024-08-08 10:10:00,한 대표는 &quot;국민의 고통에 할 수 있는 방안으로서 원칙을 지키면서 신속하게 반응하는 것이 민생&quot;이라며 &quot;국민의힘은 그런 정치를 하겠다&quot;고 강조했다. 또 22대 국회 들어 송석준·박수영·고동진 등 국민의힘 의원들이... 
58,"한동훈 &quot;금투세, `찐부자`들 사모펀드稅 반토막…이재명·진성준 입장 통일, ...",정치,https://n.news.naver.com/mnews/article/029/0002893772?sid=100,2024-08-08 10:09:00,그것이 좋은 정치의 길&quot;이라고 포문을 열었다. 그는 &quot;당초 금투세 관련 토론(토론회)은 민주당이 잡았던... 물가도 잡아야하고 금투세 문제도 해결해야되는 게 정치잖나&quot;라고 반문했다. 그는 &quot;그런데 진성준 정책위의장은... 
59,한동훈 &quot;취약계층에 전기요금 1만5천 원 추가 지원&quot;,정치,https://n.news.naver.com/mnews/article/057/0001834545?sid=100,2024-08-08 10:09:00,것&quot;이라며 &quot;그래서 한전 적자 가중 위험도 없다&quot;고 덧붙였습니다. 한 대표는 &quot;국민의 고통에 할 수 있는 방안으로서 원칙을 지키면서 신속하게 반응하는 것이 민생&quot;이라며 &quot;국민의힘은 그런 정치를 하겠다&quot;고 밝혔습니다.
60,중동 확전 우려로 인접 국가 '비행자제령' 속출,정치,https://daily.hankooki.com/news/articleView.html?idxno=1114885,2024-08-08 10:08:00,"이스라엘은 지난달 말 레바논 베이루트에서 헤즈볼라 최고위급 지휘관 이란 테헤란에서 푸아드 슈크르, 이란 테헤란에서 팔레스타인 무장정파 하마스의 정치지도자 이스마일을 잇따라 암살했다. 이란과 헤즈볼라는... "
61,"한경협 &quot;노조법 개정안, 불법행위 정당화…위헌 소지 커&quot;",정치,http://www.iminju.net/news/articleView.html?idxno=105950,2024-08-08 10:08:00,"이 경우 손해배상청구 제한 범위의 과도한 확대로 폭력·파괴행위, 정치파업 등 불법 쟁의행위를 포함한 모든 노조 활동에 따른 손해배상 책임이 면제될 가능성이 있어 노조의 불법행위를 사실상 정당화하는 결과를 야기할... "
62,검찰총장 후보 4명 압축…심우정·임관혁·신자용·이진동,정치,http://www.kbsm.net/news/view.php?idx=442954,2024-08-08 10:08:00,"리더십, 정치적 중립성·독립성에 대한 의지 등에 관해 심도 있는 심사를 거쳤다&quot;며 &quot;안정적으로 검찰... 서울중앙지검 특수1부 부부장으로 일하던 2010년 한명숙 전 국무총리를 불법 정치자금 수수 혐의로 재판에 넘겼다.... "
63,한동훈 &quot;취약계층 130만가구 전기료 추가 지원…'반도체 특별법' 당론 추진&quot;,정치,https://n.news.naver.com/mnews/article/011/0004377602?sid=102,2024-08-08 10:08:00,그런 정치를 하겠다&quot;고 말했다. 한 대표는&quot;당내 '반도체 특별법'을 묶어 당론으로 강력 추진하겠다&quot;는 의사도 밝혔다. 그는 22대 국회 들어 송석준·박수영·고동진 의원이 발의한 반도체 관련 특별법들을 거론하며 &quot;세 분이... 
64,이슬람협력기구 “갈등 키우는 흉악한 행위”,정치,https://n.news.naver.com/mnews/article/056/0011777164?sid=104,2024-08-08 10:07:00,이슬람협력기구(OIC)가 팔레스타인 무장정파 하마스의 최고 정치지도자였던 하니예가 이란에서 살해된 것에 대해 &quot;갈등을 키우는 흉악한 행위&quot;라고 비판했습니다. 사우디아라비아 제다에서 열린 이슬람협력기구... 
65,"박찬대 &quot;尹, 영수회담 통해 야당과 힘 합쳐 위기극복 나서야&quot;",정치,https://n.news.naver.com/mnews/article/421/0007717914?sid=100,2024-08-08 10:07:00,"리더십이 정치가 실종되게 만든 근본 원인&quot;이라고 비판했다. 이어 &quot;민주화 이후 대통령의 거부권 행사를 다... 것&quot;이라며 &quot;정치를 복원하려면 대통령과 여당, 특히 대통령의 태도가 바뀌어야 한다&quot;고 전했다. 박 원내대표는... "
